symbol,name,current,chg,percent,current_year_percent,volume,amount,turnover_rate,pe_ttm,dividend_yield,market_capital
SH603067,振华股份,9.29,+0.22,2.43%,-26.35%,3907908,36137966.0,0.77%,12.857,2.228%,4728760182.0
SH600760,中航沈飞,42.35,+1.0,2.42%,1.81%,12493258,530218754.0,0.46%,43.558,0.675%,116703874376.0
SH600567,山鹰国际,2.12,+0.05,2.42%,-14.52%,24818930,52320133.0,0.56%,,5.377%,9477601724.0
SH603915,国茂股份,16.5,+0.39,2.42%,-19.87%,3491430,57934589.0,0.53%,26.988,1.212%,10927002240.0
SH600153,建发股份,9.72,+0.23,2.42%,-23.01%,25132572,244600020.0,0.88%,5.335,8.23%,29199573405.0
SH600396,*ST金山,2.54,+0.06,2.42%,-12.11%,7137810,18006979.0,0.48%,,,3740675315.0
SH600397,安源煤业,2.97,+0.07,2.41%,-1.98%,19090700,56523431.0,1.93%,24.56,,2940180850.0
SH600256,广汇能源,8.07,+0.19,2.41%,0.25%,82985860,669603834.0,1.26%,5.13,9.913%,52985643972.0
SH600178,东安动力,6.81,+0.16,2.41%,13.61%,7246500,49206304.0,1.57%,46.164,0.749%,3238108011.0
SH600292,远达环保,5.96,+0.14,2.41%,6.43%,7569042,45049829.0,0.97%,,0.352%,4653668664.0
SH600710,苏美达,7.22,+0.17,2.41%,27.47%,7553340,54462028.0,0.58%,9.211,4.155%,9434730913.0
SH603333,尚纬股份,4.68,+0.11,2.41%,-10.69%,8864800,41419766.0,1.43%,98.073,,2908749102.0
SH600193,创兴资源,5.13,+0.12,2.4%,-12.76%,2824703,14466901.0,0.66%,,,2182163490.0
SH603276,恒兴新材,23.49,+0.55,2.4%,-8.71%,6275209,145943898.0,16.51%,48.095,,3758400000.0
SH600118,中国卫星,27.75,+0.65,2.4%,29.13%,34017235,945269824.0,2.88%,172.597,0.27%,32814073496.0
SH603803,瑞斯康达,8.12,+0.19,2.4%,35.75%,7645896,62066387.0,1.8%,292.277,0.69%,3534762323.0
SH600202,哈空调,5.55,+0.13,2.4%,10.34%,15142500,84197723.0,3.95%,44.11,,2127540730.0
SH603728,鸣志电器,64.55,+1.51,2.4%,93.92%,3213569,209633706.0,0.77%,117.844,0.108%,27115260300.0
SH605319,无锡振华,20.16,+0.47,2.39%,55.92%,18720259,375340750.0,28.09%,42.303,0.595%,5049720809.0
SH600506,统一股份,10.29,+0.24,2.39%,-15.52%,1951500,19981871.0,1.32%,,,1975874831.0
SH603335,迪生力,6.02,+0.14,2.38%,-2.9%,4711887,28269252.0,1.1%,,0.399%,2577430492.0
SH603232,格尔软件,12.46,+0.29,2.38%,-18.03%,3545986,44142252.0,1.52%,,1.035%,2907101100.0
SH603311,金海高科,10.77,+0.25,2.38%,-10.94%,2949032,31543572.0,1.25%,36.38,1.114%,2540469678.0
SH605186,健麾信息,35.81,+0.83,2.37%,19.28%,1758875,62272862.0,2.64%,41.578,0.251%,4870160000.0
SH603298,杭叉集团,21.19,+0.49,2.37%,28.58%,8392598,178194881.0,0.9%,12.817,1.888%,19824940942.0
SH600630,龙头股份,8.23,+0.19,2.36%,50.46%,110138686,911060621.0,25.92%,,,3496610943.0
SH600746,江苏索普,6.94,+0.16,2.36%,-11.87%,4086900,28370772.0,0.35%,,2.882%,8104829615.0
SH605162,新中港,8.66,+0.2,2.36%,2.52%,3178552,27432900.0,3.13%,38.227,1.732%,3468083943.0
SH603035,常熟汽饰,19.53,+0.45,2.36%,-6.15%,5431611,105771156.0,1.43%,13.711,2.069%,7422004121.0
SH603006,联明股份,10.9,+0.25,2.35%,28.56%,1627200,17632099.0,0.85%,16.811,3.486%,2771371325.0
SH603278,大业股份,10.51,+0.24,2.34%,52.76%,2130331,22347694.0,0.72%,,,3106439302.0
SH600647,*ST同达,11.86,+0.27,2.33%,-7.34%,1040200,12220323.0,0.75%,,,1650242503.0
SH605006,山东玻纤,7.02,+0.16,2.33%,-10.93%,1175240,8248696.0,0.2%,14.014,3.746%,4286528020.0
SH600199,金种子酒,22.79,+0.52,2.33%,-14.71%,7615176,173631533.0,1.16%,,,14991189619.0
SH600243,青海华鼎,4.4,+0.1,2.33%,6.28%,12262060,53751996.0,2.79%,,,1930940000.0
SH600545,卓郎智能,2.65,+0.06,2.32%,-6.36%,27149042,71608006.0,1.52%,,,4737967388.0
SH600421,华嵘控股,9.72,+0.22,2.32%,-9.92%,1187301,11489876.0,0.61%,,,1901232000.0
SH603508,思维列控,15.05,+0.34,2.31%,-5.07%,2690657,40478706.0,0.71%,14.785,3.621%,5738179374.0
SH601868,中国能建,2.21,+0.05,2.31%,-2.45%,196061849,433500196.0,1.38%,12.029,1.131%,92137471636.0
SH603320,迪贝电气,14.16,+0.32,2.31%,21.66%,1813970,25660451.0,1.4%,72.357,0.565%,1841101381.0
SH603332,苏州龙杰,8.84,+0.2,2.31%,8.6%,5120286,45077202.0,2.37%,,0.871%,1912509107.0
SH603286,日盈电子,18.61,+0.42,2.31%,20.84%,3452600,63974296.0,3.92%,,,2127196156.0
SH600539,狮头股份,6.67,+0.15,2.3%,2.3%,3274500,21678112.0,1.42%,185.729,,1534100000.0
SH600491,龙元建设,4.45,+0.1,2.3%,-29.25%,31624430,141234338.0,2.07%,,0.944%,6807422900.0
SH603929,亚翔集成,17.38,+0.39,2.3%,39.33%,4765400,82272354.0,2.23%,18.296,1.438%,3708196800.0
SH603639,海利尔,16.99,+0.38,2.29%,-29.6%,1558280,26474516.0,0.46%,12.524,5.886%,5780515278.0
SH601996,丰林集团,2.68,+0.06,2.29%,-0.74%,12942109,34456091.0,1.13%,77.574,2.239%,3070269104.0
SH605208,永茂泰,8.94,+0.2,2.29%,-12.6%,3566084,31805845.0,2.12%,63.023,0.336%,2949663600.0
SH600448,华纺股份,3.13,+0.07,2.29%,-1.26%,16022083,49825989.0,2.54%,,,1971335542.0
SH603390,通达电气,8.47,+0.19,2.29%,30.51%,2856900,24149473.0,0.81%,,,2978788754.0
SH600029,南方航空,5.8,+0.13,2.29%,-23.68%,36224340,209546475.0,0.29%,,,105101255716.0
SH605318,法狮龙,17.01,+0.38,2.29%,26.48%,1685400,28603778.0,1.3%,292.539,1.764%,2197201296.0
SH601608,中信重工,3.58,+0.08,2.29%,2.88%,14663527,52450105.0,0.34%,102.465,0.307%,15535121069.0
SH603216,梦天家居,12.54,+0.28,2.28%,-6.26%,1946217,24289532.0,3.43%,16.749,2.791%,2809210800.0
SH600403,大有能源,4.03,+0.09,2.28%,-4.82%,7275300,29319645.0,0.3%,25.105,10.67%,9634973980.0
SH603019,中科曙光,35.37,+0.79,2.28%,60.81%,40663027,1446598990.0,2.8%,32.04,0.848%,51766788310.0
SH603039,泛微网络,52.19,+1.16,2.27%,3.79%,1450250,76529750.0,0.56%,71.218,0.287%,13600874380.0
SH603098,森特股份,17.17,+0.38,2.26%,-39.0%,1770923,30559682.0,0.33%,206.484,0.291%,9266648622.0
SH601866,中远海发,2.26,+0.05,2.26%,-3.32%,35131774,79233387.0,0.43%,13.159,3.85%,30681621263.0
SH600319,亚星化学,4.98,+0.11,2.26%,-9.62%,3074284,15208304.0,0.97%,58.985,,1930792732.0
SH600956,新天绿能,8.17,+0.18,2.25%,-13.36%,3422100,27924284.0,0.16%,16.16,2.362%,34208550406.0
SH600327,大东方,4.55,+0.1,2.25%,-5.58%,16921778,76412366.0,1.91%,30.691,1.538%,4025746807.0
SH603927,中科软,30.95,+0.68,2.25%,6.14%,4147950,128693926.0,0.7%,26.809,1.777%,18371920000.0
SH600712,南宁百货,4.09,+0.09,2.25%,-19.33%,7022200,28656816.0,1.3%,,,2227640422.0
SH600031,三一重工,14.6,+0.32,2.24%,-6.61%,65065461,956370931.0,0.77%,24.591,1.096%,123904390470.0
SH600635,大众公用,3.19,+0.07,2.24%,8.72%,18415536,58679010.0,0.76%,31.853,0.94%,9418266613.0
SH601886,江河集团,7.35,+0.16,2.23%,-4.8%,4549501,33439276.0,0.4%,14.467,0.272%,8327565141.0
SH603580,艾艾精工,13.31,+0.29,2.23%,-8.4%,1244137,16507761.0,0.95%,,1.232%,1739260292.0
SH600169,太原重工,2.29,+0.05,2.23%,-3.78%,14136180,32275709.0,0.55%,38.575,,7742449925.0
SH600104,上汽集团,14.82,+0.32,2.21%,5.29%,17042713,251474676.0,0.15%,10.627,2.274%,173148897429.0
SH600221,海航控股,1.39,+0.03,2.21%,-25.27%,85268671,118214650.0,0.26%,,,60069729224.0
SH600362,江西铜业,18.05,+0.39,2.21%,6.28%,11696417,210696861.0,0.56%,10.617,2.77%,62502265760.0
SH601008,连云港,4.16,+0.09,2.21%,-13.68%,10115300,41953631.0,0.82%,27.838,1.202%,5161054105.0
SH603869,新智认知,9.29,+0.2,2.2%,10.6%,5071200,47116097.0,1.01%,162.11,0.161%,4686809719.0
SH600600,青岛啤酒,80.23,+1.73,2.2%,-24.06%,6263561,501008258.0,0.89%,25.548,2.244%,109452396742.0
SH601121,宝地矿业,6.96,+0.15,2.2%,61.59%,5167241,36138709.0,2.58%,39.549,1.839%,5568000000.0
SH600279,重庆港,4.2,+0.09,2.19%,6.86%,6430434,26922772.0,0.54%,27.093,0.952%,4984838389.0
SH603137,恒尚节能,18.68,+0.4,2.19%,17.48%,1298442,24199227.0,3.97%,17.475,,2440853340.0
SH601882,海天精工,27.12,+0.58,2.19%,5.31%,1484767,40174631.0,0.28%,24.143,1.991%,14156640000.0
SH603366,日出东方,5.63,+0.12,2.18%,-6.79%,7260122,40704341.0,0.9%,12.243,1.403%,4582673626.0
SH600007,中国国贸,18.72,+0.4,2.18%,22.75%,1230200,22940782.0,0.12%,15.731,3.739%,18856329036.0
SH600301,华锡有色,14.07,+0.3,2.18%,10.35%,1854721,26167277.0,1.16%,215.823,,8900224430.0
SH603161,科华控股,17.79,+0.38,2.18%,42.55%,8300094,146922264.0,6.22%,17.183,,2373186000.0
SH600123,兰花科创,9.4,+0.2,2.17%,-0.21%,21495411,202831610.0,1.45%,5.371,8.181%,13960128000.0
SH603798,康普顿,9.4,+0.2,2.17%,6.89%,3943310,37041958.0,1.54%,52.538,0.585%,2410626710.0
SH603698,航天工程,13.66,+0.29,2.17%,14.92%,1721430,23479477.0,0.32%,42.533,0.717%,7321623400.0
SH600495,晋西车轴,3.76,+0.08,2.17%,6.04%,8118105,30449293.0,0.67%,,0.133%,4542797731.0
SH600302,标准股份,5.18,+0.11,2.17%,-11.6%,4128266,21356165.0,1.19%,,,1792330785.0
SH600022,山东钢铁,1.41,+0.03,2.17%,-2.72%,54322995,76605558.0,0.51%,,2.128%,15085377871.0
SH603038,华立股份,9.44,+0.2,2.16%,32.54%,2947150,27756521.0,1.43%,67.108,0.36%,1951009140.0
SH600467,好当家,2.36,+0.05,2.16%,-14.34%,17365600,40733858.0,1.19%,62.495,0.551%,3447946557.0
SH600133,东湖高新,7.6,+0.16,2.15%,41.17%,46097337,349815859.0,5.07%,13.257,1.447%,6916426983.0
SH600562,国睿科技,14.32,+0.3,2.14%,-14.8%,4426015,63350090.0,0.36%,30.108,0.929%,17783404269.0
SH601226,华电重工,5.72,+0.12,2.14%,2.01%,6250622,35878535.0,0.54%,25.001,1.748%,6673295200.0
SH600874,创业环保,5.72,+0.12,2.14%,-3.71%,9497678,54265565.0,0.77%,11.523,2.517%,8982791446.0
SH600935,华塑股份,3.34,+0.07,2.14%,-25.05%,7493784,25003901.0,0.4%,,1.108%,11714722052.0
SH603680,今创集团,9.06,+0.19,2.14%,14.63%,1879144,16944133.0,0.24%,30.135,0.883%,7100492029.0
SH600395,盘江股份,6.21,+0.13,2.14%,-1.76%,11589897,71894464.0,0.54%,8.496,6.602%,13330540592.0
SH600212,绿能慧充,6.72,+0.14,2.13%,-13.74%,6316900,42585696.0,1.23%,,,4470125271.0
SH601678,滨化股份,4.31,+0.09,2.13%,-13.73%,8825246,37974878.0,0.43%,13.858,3.016%,8870136350.0
SH603501,韦尔股份,102.16,+2.13,2.13%,32.63%,9611013,969202769.0,0.81%,,0.082%,120937898937.0
SH600400,红豆股份,2.89,+0.06,2.12%,-29.22%,12236747,35070523.0,0.53%,647.128,1.038%,6647727852.0
SH600017,日照港,2.89,+0.06,2.12%,3.84%,29530960,84943881.0,0.96%,14.93,1.384%,8888639736.0
SH600623,华谊集团,6.25,+0.13,2.12%,1.99%,7155400,44639113.0,0.38%,36.794,3.04%,13321559988.0
SH600004,白云机场,10.58,+0.22,2.12%,-29.51%,12616757,133202288.0,0.53%,,,25039879434.0
SH600857,宁波中百,9.2,+0.19,2.11%,-16.67%,1913440,17497999.0,0.85%,21.875,0.489%,2063743255.0
SH601010,文峰股份,2.42,+0.05,2.11%,-16.26%,10501688,25283435.0,0.57%,23.739,5.331%,4472160000.0
SH601919,中远海控,9.71,+0.2,2.1%,8.2%,63962255,618099406.0,0.5%,2.561,34.912%,157035214604.0
SH600796,钱江生化,5.35,+0.11,2.1%,2.37%,5699199,30378653.0,1.89%,21.925,1.907%,4636233848.0
SH600879,航天电子,7.3,+0.15,2.1%,8.34%,26972789,197034413.0,0.99%,37.594,0.795%,24084885138.0
SH600519,贵州茅台,1677.5,+34.55,2.1%,-1.37%,3617898,6075417064.0,0.29%,29.599,1.545%,2107271809500.0
SH600810,神马股份,7.78,+0.16,2.1%,1.96%,4673160,36274790.0,0.45%,1063.882,1.671%,8123703370.0
SH603585,苏利股份,14.59,+0.3,2.1%,-14.62%,746900,10882056.0,0.41%,16.788,3.77%,2626230201.0
SH603810,丰山集团,12.65,+0.26,2.1%,-24.22%,940703,11884005.0,0.58%,48.495,0.553%,2053241145.0
SH600112,ST天成,2.93,+0.06,2.09%,-38.45%,2346200,6833718.0,0.46%,,,1491970199.0
SH603103,横店影视,14.19,+0.29,2.09%,-3.73%,4510440,63609235.0,0.71%,361.491,,8999298000.0
SH600679,上海凤凰,8.29,+0.17,2.09%,-3.72%,2220760,18326861.0,0.74%,,0.736%,4271789391.0
SH600320,振华重工,3.42,+0.07,2.09%,6.54%,18944363,64613499.0,0.57%,28.311,1.462%,18017768973.0
SH600131,国网信通,13.26,+0.27,2.08%,-10.46%,6726827,89260501.0,0.56%,19.433,1.508%,15945004723.0
SH600644,乐山电力,6.38,+0.13,2.08%,-18.1%,2449632,15579288.0,0.45%,,,3434996204.0
SH603822,嘉澳环保,30.92,+0.63,2.08%,-9.64%,387800,11973917.0,0.5%,,0.854%,2393440859.0
SH601666,平煤股份,10.32,+0.21,2.08%,5.2%,40235471,421880157.0,1.75%,5.775,8.44%,23879203055.0
SH601611,中国核建,6.88,+0.14,2.08%,-8.57%,10650004,73238427.0,0.36%,11.442,1.148%,20769834159.0
SH600773,西藏城投,11.29,+0.23,2.08%,-37.72%,7395531,84089849.0,0.9%,91.607,0.142%,9253969800.0
SH600160,巨化股份,14.27,+0.29,2.07%,-6.25%,9154633,131645669.0,0.34%,20.093,1.892%,38525376576.0
SH600305,恒顺醋业,9.85,+0.2,2.07%,-19.23%,5194756,51106309.0,0.52%,82.048,1.005%,10962616915.0
SH603797,联泰环保,5.42,+0.11,2.07%,-1.81%,3215809,17370469.0,0.55%,13.072,7.38%,3165976335.0
SH600983,惠而浦,7.89,+0.16,2.07%,14.02%,1927600,15070248.0,0.25%,80.697,,6047203710.0
SH600855,航天长峰,10.84,+0.22,2.07%,-11.87%,2573313,27890097.0,0.59%,,0.692%,5140244510.0
SH600831,广电网络,5.44,+0.11,2.06%,-7.16%,8620791,46835252.0,1.21%,173.806,0.368%,3865199642.0
SH605288,凯迪股份,40.08,+0.81,2.06%,6.12%,347900,13821074.0,0.5%,43.501,0.674%,2813572393.0
SH600704,物产中大,4.45,+0.09,2.06%,-4.61%,34142706,151699737.0,0.67%,6.764,3.371%,23110461078.0
SH600697,欧亚集团,12.86,+0.26,2.06%,-4.99%,1768300,22625613.0,1.14%,,3.11%,2045872645.0
SH601020,华钰矿业,8.42,+0.17,2.06%,2.5%,9577164,80533130.0,1.22%,36.088,,6628985673.0
SH600132,重庆啤酒,79.2,+1.6,2.06%,-36.19%,3345527,263645984.0,0.69%,27.358,3.283%,38330518882.0
SH600955,维远股份,18.91,+0.38,2.05%,-8.26%,1216794,22961627.0,0.33%,50.91,0.878%,10400500000.0
SH600300,维维股份,2.99,+0.06,2.05%,-15.52%,16618210,49601247.0,1.03%,45.145,0.602%,4835255118.0
SH600073,上海梅林,6.97,+0.14,2.05%,-10.34%,7946733,55282697.0,0.85%,13.129,2.31%,6535974420.0
SH600097,开创国际,8.98,+0.18,2.05%,-15.15%,1492700,13388843.0,0.62%,52.271,1.481%,2163610300.0
SH601107,四川成渝,3.98,+0.08,2.05%,7.39%,6823700,27032989.0,0.32%,10.863,2.513%,12171078800.0
SH600108,亚盛集团,2.99,+0.06,2.05%,-4.65%,18973806,56670532.0,0.97%,73.336,0.134%,5821276212.0
SH600219,南山铝业,2.98,+0.06,2.05%,-7.67%,53655623,159587152.0,0.46%,11.62,1.342%,34891487487.0
SH603060,国检集团,9.98,+0.2,2.04%,-13.99%,1776837,17620718.0,0.22%,30.264,1.112%,8009268392.0
SH605016,百龙创园,26.53,+0.53,2.04%,72.39%,2794725,73786154.0,2.24%,37.861,0.456%,6593447840.0
SH603169,兰石重装,6.03,+0.12,2.03%,-4.89%,10895355,65872785.0,0.83%,42.939,,7876939542.0
SH600768,宁波富邦,10.58,+0.21,2.03%,15.13%,2970000,31185405.0,2.22%,8.215,,1415045376.0
SH603116,红蜻蜓,6.02,+0.12,2.03%,24.46%,6810100,40682242.0,1.18%,,5.814%,3468728816.0
SH603721,中广天择,15.6,+0.31,2.03%,-6.82%,2599676,40503802.0,2.0%,395.32,0.962%,2028000000.0
SH600089,特变电工,14.08,+0.28,2.03%,-4.12%,28465580,401162304.0,0.56%,4.326,6.122%,71142157124.0
SH601975,招商南油,3.02,+0.06,2.03%,-23.35%,60825311,183242299.0,1.25%,8.708,,14655407221.0
SH600063,皖维高新,4.53,+0.09,2.03%,-20.34%,13821578,62642359.0,0.72%,20.332,3.311%,9781399664.0
SH600576,祥源文旅,7.06,+0.14,2.02%,-11.53%,3808100,26788684.0,0.57%,95.124,,7535308894.0
SH601800,中国交建,8.07,+0.16,2.02%,2.23%,64557735,527346712.0,0.55%,6.764,2.689%,131247747700.0
SH600759,*ST洲际,2.53,+0.05,2.02%,15.53%,19402024,48829621.0,0.86%,,,5726674021.0
SH600933,爱柯迪,22.3,+0.44,2.01%,23.88%,5300064,118427741.0,0.59%,24.039,1.018%,19982717176.0
SH603045,福达合金,15.23,+0.3,2.01%,7.16%,2182530,33248439.0,1.61%,54.782,0.289%,2062829711.0
SH601956,东贝集团,5.58,+0.11,2.01%,-3.57%,4058300,22534325.0,1.26%,18.922,1.792%,3471687954.0
SH603885,吉祥航空,13.22,+0.26,2.01%,-18.29%,13180001,176279567.0,0.6%,,,29269149643.0
SH603209,兴通股份,15.8,+0.31,2.0%,-38.78%,1624260,25730629.0,0.89%,18.405,0.677%,4424000000.0
SH603358,华达科技,16.35,+0.32,2.0%,-8.1%,3159300,51476689.0,0.72%,25.272,1.835%,7178304000.0
SH605167,利柏特,8.69,+0.17,2.0%,3.6%,5201485,45264790.0,2.34%,20.584,0.403%,3902418300.0
SH603897,长城科技,16.93,+0.33,1.99%,-16.75%,1882900,31976705.0,0.91%,41.281,5.316%,3494956079.0
SH600601,方正科技,3.08,+0.06,1.99%,17.11%,50474683,156976139.0,1.21%,,,12844503324.0
SH600754,锦江酒店,31.8,+0.62,1.99%,-45.43%,9696036,310357319.0,1.06%,45.21,0.189%,34027401203.0
SH600716,凤凰股份,3.59,+0.07,1.99%,-8.18%,11165324,39869829.0,1.19%,,,3360457518.0
SH605123,派克新材,82.57,+1.6,1.98%,-37.53%,700262,57953938.0,0.58%,18.044,0.627%,10005080552.0
SH601007,金陵饭店,7.74,+0.15,1.98%,-36.46%,5653060,44047599.0,1.45%,43.285,1.292%,3018600000.0
SH600469,风神股份,5.66,+0.11,1.98%,21.62%,5266300,29803173.0,0.94%,16.943,0.883%,4128691930.0
SH600307,酒钢宏兴,1.55,+0.03,1.97%,-6.06%,36065544,55845175.0,0.58%,,,9708204007.0
SH600250,南纺股份,6.21,+0.12,1.97%,6.52%,3596600,22172276.0,1.27%,12.595,,1928787989.0
SH600996,贵广网络,10.41,+0.2,1.96%,-30.09%,22453843,232999626.0,1.86%,,,12571823849.0
SH600673,东阳光,6.23,+0.12,1.96%,-28.31%,6688104,41621638.0,0.22%,39.098,4.334%,18776436634.0
SH603681,永冠新材,13.0,+0.25,1.96%,-38.34%,1876500,24423014.0,0.98%,51.481,1.538%,2484699061.0
SH603179,新泉股份,45.69,+0.88,1.96%,19.61%,3588057,164817111.0,0.74%,32.821,0.657%,22264827055.0
SH601668,中国建筑,5.19,+0.1,1.96%,-0.21%,194950667,1009528539.0,0.47%,4.232,4.875%,217562279964.0
SH601200,上海环境,9.36,+0.18,1.96%,5.87%,5397937,50536640.0,0.48%,19.244,1.068%,10500595962.0
SH601598,中国外运,4.71,+0.09,1.95%,29.32%,17685300,82824352.0,0.34%,8.783,5.202%,34355761481.0
SH600016,民生银行,3.66,+0.07,1.95%,12.21%,64747201,234989232.0,0.18%,4.657,5.847%,160243651717.0
SH603151,邦基科技,14.62,+0.28,1.95%,-28.54%,1022235,14876177.0,1.26%,22.822,3.42%,2456160000.0
SH600558,大西洋,3.68,+0.07,1.94%,17.73%,9977750,36644262.0,1.11%,39.825,0.815%,3303185778.0
SH600113,浙江东日,7.37,+0.14,1.94%,-14.42%,3384881,24870139.0,0.82%,22.598,1.588%,3106688334.0
SH605155,西大门,15.73,+0.3,1.94%,22.6%,1545820,24177868.0,3.3%,24.038,1.246%,2153672950.0
SH603855,华荣股份,17.87,+0.34,1.94%,-19.69%,4947360,88989105.0,1.47%,15.088,5.596%,6032179330.0
SH600220,江苏阳光,2.1,+0.04,1.94%,-22.12%,18231232,38112243.0,1.02%,49.643,0.952%,3745014685.0
SH600703,三安光电,14.75,+0.28,1.94%,-13.8%,29608866,434819212.0,0.59%,,0.339%,73588026223.0
SH600121,郑州煤电,4.22,+0.08,1.93%,-16.27%,13059249,55098971.0,1.07%,,,5141698800.0
SH600689,上海三毛,10.02,+0.19,1.93%,10.35%,4190900,41841663.0,2.75%,987.456,,2013933257.0
SH600323,瀚蓝环境,17.42,+0.33,1.93%,-4.53%,3169233,55088644.0,0.39%,11.01,1.263%,14203347283.0
SH603657,春光科技,14.84,+0.28,1.92%,-5.0%,911922,13505027.0,0.67%,25.937,2.022%,2044080150.0
SH600880,博瑞传播,4.78,+0.09,1.92%,-11.12%,10851445,51821994.0,0.99%,150.49,0.251%,5226127400.0
SH600596,新安股份,9.54,+0.18,1.92%,-32.68%,6129362,58461979.0,0.6%,14.877,7.862%,10930421992.0
SH603960,克来机电,14.3,+0.27,1.92%,-18.99%,3481451,49935654.0,1.33%,37.912,0.517%,3763524050.0
SH600926,杭州银行,10.68,+0.2,1.91%,-15.49%,23890033,254005779.0,0.45%,4.722,3.745%,63335435139.0
SH603086,先达股份,5.87,+0.11,1.91%,-35.64%,4520987,26439654.0,1.04%,10.864,3.049%,2552353149.0
SH601279,英利汽车,5.86,+0.11,1.91%,16.73%,4946008,28976794.0,2.53%,59.847,0.171%,8756323500.0
SH605118,力鼎光电,14.51,+0.27,1.9%,16.78%,1503400,21741344.0,0.37%,42.229,0.827%,5907431633.0
SH600010,包钢股份,1.61,+0.03,1.9%,-16.15%,328662499,530258658.0,1.04%,,1.18%,73101957019.0
SH600552,凯盛科技,10.75,+0.2,1.9%,16.84%,8971540,96577194.0,1.0%,144.213,0.465%,10154524111.0
SH600225,卓朗科技,4.3,+0.08,1.9%,-32.5%,20852000,89151446.0,0.61%,29.187,,14668995761.0
SH603029,天鹅股份,18.84,+0.35,1.89%,-35.4%,1898020,35671560.0,1.56%,34.653,0.754%,2286083280.0
SH605365,立达信,16.71,+0.31,1.89%,6.06%,5129145,85140019.0,8.96%,31.204,1.795%,8420139758.0
SH600979,广安爱众,3.24,+0.06,1.89%,-0.46%,10381200,33571927.0,0.84%,28.728,1.543%,3992521720.0
SH600893,航发动力,35.02,+0.65,1.89%,-16.87%,9511571,332610308.0,0.36%,69.577,0.414%,93349110215.0
SH603277,银都股份,28.64,+0.53,1.89%,80.03%,527600,14974527.0,0.13%,27.344,3.492%,12047358720.0
SH600355,精伦电子,5.42,+0.1,1.88%,67.28%,80812193,435381814.0,16.42%,,,2667123464.0
SH600850,电科数字,22.74,+0.42,1.88%,14.7%,7360361,168317839.0,1.22%,30.352,1.319%,15578590628.0
SH600082,海泰发展,3.26,+0.06,1.88%,-1.81%,8227201,26707643.0,1.3%,126.426,,2106337593.0
SH600228,返利科技,7.62,+0.14,1.87%,6.42%,5323200,40500128.0,1.91%,93.962,,4622853830.0
SH603321,梅轮电梯,7.66,+0.14,1.86%,13.2%,2201063,16834634.0,0.72%,43.959,1.305%,2351620000.0
SH605588,冠石科技,53.69,+0.98,1.86%,86.87%,5178500,274187988.0,22.42%,56.701,0.207%,3952086592.0
SH603030,*ST全筑,3.3,+0.06,1.85%,25.0%,5373999,17647561.0,0.89%,,,1996117045.0
SH601908,京运通,4.41,+0.08,1.85%,-32.88%,11943800,52635937.0,0.49%,117.458,1.361%,10648398617.0
SH603136,天目湖,18.68,+0.34,1.85%,-31.2%,2051400,38393051.0,1.1%,25.509,,3479977206.0
SH600981,汇鸿集团,2.76,+0.05,1.85%,-4.17%,14246300,39216457.0,0.64%,960.809,0.362%,6189115610.0
SH600184,光电股份,12.19,+0.22,1.84%,9.32%,3892680,47474931.0,0.77%,90.773,0.468%,6201794469.0
SH600624,复旦复华,5.53,+0.1,1.84%,-3.32%,2904921,16032062.0,0.42%,,,3786457415.0
SH600990,四创电子,20.51,+0.37,1.84%,-10.25%,2516675,51785576.0,0.94%,81.592,0.351%,5660946477.0
SH605255,天普股份,16.6,+0.3,1.84%,18.99%,1542600,25499857.0,1.15%,84.864,1.325%,2225728000.0
SH603190,亚通精工,31.54,+0.57,1.84%,9.51%,2016740,63183650.0,6.72%,26.341,0.951%,3784800000.0
SH603261,立航科技,32.71,+0.59,1.84%,-4.72%,491100,16030918.0,1.91%,96.506,0.413%,2565472188.0
SH601158,重庆水务,5.53,+0.1,1.84%,13.29%,8287239,45587127.0,0.17%,15.745,4.882%,26544000000.0
SH603214,爱婴室,15.56,+0.28,1.83%,-12.5%,1275600,19771900.0,0.91%,24.857,1.928%,2186443524.0
SH600992,贵绳股份,14.5,+0.26,1.83%,-38.11%,3247800,47092221.0,1.33%,133.182,0.2%,3553805000.0
SH600843,上工申贝,5.57,+0.1,1.83%,13.28%,4096300,22782683.0,0.87%,41.646,0.898%,3972337294.0
SH603980,吉华集团,4.46,+0.08,1.83%,-2.33%,4367007,19439082.0,0.62%,,1.794%,3122000000.0
SH603967,中创物流,9.45,+0.17,1.83%,-0.84%,1827340,17238263.0,0.53%,13.23,4.762%,3276000409.0
SH600261,阳光照明,3.35,+0.06,1.82%,8.9%,6544700,21789486.0,0.48%,23.345,3.881%,4606858246.0
SH601128,常熟银行,7.26,+0.13,1.82%,-0.3%,20570421,148947934.0,0.78%,6.647,3.444%,19898809026.0
SH600268,国电南自,6.74,+0.12,1.81%,6.48%,6449155,43535161.0,0.77%,27.198,0.861%,5708085652.0
SH600241,时代万恒,7.33,+0.13,1.81%,-24.9%,1648930,12045200.0,0.56%,162.554,,2157234503.0
SH600188,兖矿能源,20.21,+0.36,1.81%,3.4%,27158674,548634331.0,0.6%,6.555,14.186%,150403642951.0
SH600790,轻纺城,3.94,+0.07,1.81%,-11.84%,4431536,17459391.0,0.3%,5.631,4.315%,5775216256.0
SH603609,禾丰股份,8.49,+0.15,1.8%,-27.38%,2548718,21551601.0,0.28%,17.68,1.413%,7805991799.0
